"Boss liked it.  Thanks.",positive
"great product. Arrived on time. Thanks",positive
"Have used these for about 3 weeks and LOVE them.  However, believe one of the solar batteries is weak.  When they first come on at night, all 4 our flaming bright.  However, when in morning (still dark) one of them is very low while other three are still bright.  Could one be replaced?",positive
Great,positive
"Excellent.  Exactly as described.  Looks like real flames. Will order more soon.",positive
"I actually ordered 2 of these, 1 in bronze and 1 in silver for 2 different bathrooms with different fixtures. They are definitely worth the money and I would recommend them especially to anyone who has an awkwardly placed wall afixed toilet paper holder... sturdy, true to the coating color shown, holds 2 JUMBO backup rolls of tissue and are, dare I say, an attractive addition to the bathroom.",positive
"Everything was as I ordered it! I really like buying from this seller. Will use again!",positive
"Perfect for closet storage",positive
"Great and affordable product",positive
"Good product, sa described, and rapid delivery within the prescribed date.",positive
"Love it!",positive
"Beautiful lantern!",positive
"well packaged and as described",positive
"Nice and bright. Sensitive but not too sensitive.",positive
"They were very prompt with delivery, and the item was is good condition.  The Garden stool is very sturdy and well built as stated in the article that Amazon made available online.  This is important because I am over 6 foot and 220 lbs, and it will support me easily.  I believe that it is rated to 300 lbs.  Very good item!",positive
"wish it was larger",positive
"Works good for my kids room the only issue was some of the clips wouldn't snap but they send plenty of the extra",positive
"I have had this a month and it is so difficult to turn . It gets stuck to where you cant turn it to open Will not buy again",negative
"These lights are better than they appear online. The flame is very realistic and the casing is hard abs.  I bought two sets.",positive
"To small",positive
"Sturdy, waterproof and easy to put together!",positive
"Wonderful product. They are better than described. Pictures don't do them justice. I  will ne ordering more soon!!!! LOVE my tourch lights!!!!",positive
"Missing plastic spike
Missing long Connect with Pole
Second package missing instructions",neutral
"I just used the humidifier for the first time and only see a tiny amount of mist coming out of this humidifier, even on the high setting (I don't actually see any discernible difference between the high and low settings). I am wondering if the product I received might be defective?",negative
"Fast delivery and great product !",positive
"Received the next day. Item was as described.",positive
"thank you for the great service",positive
"It very easy to assemble",positive
"I got this for my boyfried to use to display his Pop collection. We didn't put ""shelves"" in it when we built it, so it's a little flimsy, but I would imagine that it would be sturdier if we had.",positive
"I received my bench and it seems to work very well. 
Now I have no more excuses and need to get started on my yard work.",positive
"This product says that it is waterproof but yet the paperwork that came with says do not soak in water. Will this product stand up in the rain?",positive
"Favorite solar lights to date. Beautiful flame effects and stays on from dusk to dawn.",positive
"Very nice",positive
"Looks nice although yet to use",positive
"Love these lights. Received follow up thank you from seller😊",positive
"Love this shelf. I am very happy with it. I have had family members say they are going to be purchasing this item as well.",positive
"Received quickly. Packaged well. Good quality.",positive
"Didn’t look like the pic & clearly not stable for the items I wanted to keep on the shelves.",negative
"Arrived quickly!  Love this product!! I’m a senior citizen & this garden bench made working in my yard so helpful!!!! I recommend this garden bench to everyone who enjoys yard work!!!!",positive
"Absolutely love these lanterns, placed another order for two more.",positive
"Excellent. received it when promised, well packaged and placed on my proch. Well Done!",positive
"love these  and working just like we wanted to",positive
"These are really sturdy especially for the material. I’m glad I got them",positive
"Bought this for my husband it’s well made and will be a great help his yard work!",positive
"Good seller, would buy from them again.",positive
"Got here quick and so far looks really good.",positive
"This is a very nice little diffuser.  Even when I set it on continuous it lasts for hours.  There are two settings, continuous or intermittent.  Then there are settings for colors also, so it is very versatile.  I enjoy this diffuser, which is an Amazon pick.",positive
"This product was delivered without a power cord.",negative
"Package materials were broken and used.  The stakes were opened and had dried mud on them from prior use.",negative
"I'm so glad I finally ordered this. It's very comfortable to sit on as a bench and it's very comfortable to kneel on, makes it so much easier for me to rise from a kneeling position and it's very sturdy, easy to fold up and stores flat.",positive
"It was exactly what I was looking for.",positive
"This garden kneeler is superb.  It is built very sturdy.  I love the two slip on covers for the sides of the kneeler/bench that you can use for your garden tools.  I'm 70 years old and it is hard for me to get up and down off my knees when gardening so this item was perfect for me.  I truly love it.  Great product at a fair price.",positive
"Good quality product and fast delivery!",positive
"Work great",positive
"It was as described and arrived quickly",positive
"Love this!",positive
"Can someone contact me regarding the warranty?  One of the pedals is not working.  Thank you.",positive
"Great service , did exactly what they said they would.",positive
"thanks great product",positive
"excellent seller",positive
"These diffusers are AMAZING!  I started with just one, to test it.  I have 3 now!  They mist for hours, and continually diffuse the essential oils throughout my room.  Fast delivery & packaged well!",positive
Awesome!,positive
"Great service",positive
"Looks so real I expect heat!",positive
"Don't like that the door sticks and when you open it all the jewelry rattles around.",positive
"As a new home owner, I’ve been trying to get the best outcome for monies spent. I’ve been researching solar and low voltage lighting for my pool. These lights are simply amazing! Although skeptical at first, their charge is long lasting and creates an ideal ambiance for any outdoor setting.  I will be purchasing four more today.",positive
"This product is excellent and far exceeded my expectations",positive
"really enjoy this product. I was exactly what I've been looking for. Thanks",positive
"Great storage and very sturdy!",positive
"Reliable product and great value for the price.",positive
"Ready to start my Spring planting. Height is perfect and everything is in easy reach",positive
"Great! Fast shipping!",positive
"item as described",positive
"Just what I was looking for!",positive
"Smaller than I expected but still does the job",positive
"Very useful",positive
"Perfect size for displays, easy to assemble.",positive
"I had no problem with the seller.",positive
"It looks amazing for the price. Love it!",positive
"Love these...have ordered several for friends.",positive
"Great lights, worked out of the box. Add a lot of ambience to the garden.
This is my second set. Love them",positive
"Durable and fits perfect under my cabinet where I added slideouts for laundry.",positive
"Beautiful product.",positive
"Horrible item. After the 3rd use, I couldn’t even open it to fill it with water! Thumbs down!!",positive
"Excellent products",positive
"I adore this it's so ROOMY😆",positive
"These are amazing .. Love them. Thank you!",positive
"Came with extra battery and temperature chart, easy to operate and sticks right to the refrigerator.",positive
"Arrived within a few days and works great.",positive
"Very satisfied and happy with delivery and the display of the lights.  Highly recommended.",positive
"Great product as always. Only holds 11x11 baskets.",positive
"Lights work great! Nice soft flickering light",positive
Great!,positive
"So good I ordered another set for me and two sets for my mother. They last all night with the low light setting and it’s plenty bright.",positive
"Bigger and better then I expected!",positive
"Delivers to wrong address had to search neighborhood to find it.BUT first time in over 50 deliveries",positive
"It's a little hard to get the top off after I've been using it.",positive
"These solar lights are great and can be placed anywhere outside the house. Here in Miami we have sun year round so they work great.",positive
"Follow up email about product was really nice",positive
"i FINALLY GOT A HOSE THAT DIDN'T HAVE WATER COMING OUT OF THE FITTING. NEVER HAD ANY PROBLEMS BEFORE. SOMEWHERE ALONG THE LINE THEY HAD SEVERAL GET PASSED
THE INSPECTION TEAM BUT SO THIS ONE IS GOOD!",positive
"At firsrt i was going to return it because there was no cord. Then I found the cord inside it and kept it. I called Amazon but they have no idea what I am talking about so I am noting it here.",positive
"Great product, delivered on time with no issues.",positive
"Excellent Product",positive
"I opened the box and all looked good.  Since there is still snow on the ground here in Western NY, I can't really try the product out for a few more months. ;)",positive
"Great organizer! Sturdy and easy to assemble!",positive
"PERFECT FOR ALL OCCASIONS",positive
"Great product, great price!",positive
"The seller seems to stand by the product.  Has a great warranty.",positive
"Lights are great. Look like a real flame.",positive
"My wife loves them.",positive
Excellent!,positive
"Perfect when traveling, yes small however works well",positive
"Product as well made very sturdy. Just received it.  I just remove it from packaging and thoroughly inspected it very good quality for the money.",positive
"I like that it will run for 9 hours and is simple to use",positive
"Great deals fast shipping",positive
thanks,positive
awesome,positive
"I bought this brad of lights in the past, and was satisfied, so I bought two more. Arrived early and I am very satisfied.",positive
"my daughter loves these lights in her room",positive
.,positive
"I bought these for summer, can't wait to use them, they work better than described, very happy.",positive
"fast shipping, well packaged.",positive
"I have purchased approx 4 of these. This one was for my daughter and she loves it. You can rearrange them to fit your needs, as I have done more than once.",positive
"Awsome product, I love the way they look on the front of my house. Fast delivery with Prime too.",positive
great,positive
"Having so much fun with my lights.",positive
"I love this little diffuser. I use it at home as a humidifier for my houseplants.",positive
"Very nice and reasonably",positive
"ONE WORD , WONDERFUL !!!!!!!!!!!!!!!!!!!!!!!!",positive
"Love it, easy to put together, securely locks and just nicely made.",positive
"This is the best removable shelf I have seeing, easy to assemble, looks great, support the weight, of course if that is what you looking for.",positive
"I own one and bought this one for a gift. Recipient seems happy with it. I would buy this one again for myself, too.",positive
"DID NOT ORDER",negative
"This is the 4th time I have purchased these........friends have even sent back the ones they had to purchase these!!!  The opening is directed out so that the mist moves more into the room then just straight up!  LOVE IT!",positive
"As expected",positive
"Beautiful glow. Looks real",positive
"I loved my laundry baskets! They were just as described, good quality and so easy to put together",positive
"extremely disappointed by delivery , already more than a month and its not yet arrived",negative
"Good size.",positive
"Love these lights!
Work really well.",positive
"This is the second order I got from them! Yes, we are pleased with our purchase!",positive
"Item was delivered on time and intact.",positive
"Beautiful lights, very realistic ""flames"". Came fully charged and lasted from dusk to dawn. Very pleased.",positive
"Haven't used yet.",positive
"It looked nice online, but since it was sent to a relative (and Amazon knows this) and not myself, I have no idea if it worked. The delivery was prompt.",positive
"Great seller with fast shipping. Shelf came in undamaged and with all parts.",positive
"love the lights.  ordered another set for family",positive
"Great Product! Fast Shipping A++",positive
"I love each and every one of the smells of the essential oils. The essential oils were on time and not one of them were damage or ruined.",positive
"Missing measuring cup and instruction manual.",neutral
"Great gift, my mom loves it.",positive
"The face with scratched",positive
Excellent!!,positive
super,positive
"Could be brighter, but it is okay for the price",positive
"Great small humidifier.",positive
"Funny, the package is 2 days late and they send me the email asking me to rate the product.  It supposedly shipped the day after it was supposed to be delivered so it should be delivered today or tomorrow, we'll see.  Maybe I'll update this post if it actually arrives.",negative
"Great storage cubbie. Loved it so much I ordered another one!",positive
"Good item the pegs just loosen a lot so make sur they are tight because the whole thing can collapse then you have to start all over.",positive
"This is a gift so I have not opened it. I am going to keep it as is.",positive
"Communication from TomCare after the purchase is reassuring.",positive
"I like when a seller contacts me after the purchase like TomCare does. They let you know they are still there for you with any issues.",positive
"Best in class. Can't live without it. Great product guys!!",positive
"Delivered as promised and received gratefully by my friends.",positive
"Great seller; fast delivery; good product!",positive
"Good price and fast delivery.",positive
"I found the instructions a little vague but overall this is a very good diffuser and it does exactly what it says it will do.",positive
"Good seller",positive
"I love the lanterns.",positive
"Perfect for anyone to help get up",positive
"Love these lanterns. They run from dusk until morning!",positive
"Love this, fits great on door. Perfect!",positive
"As cupcake holder goes.  I thought I was ordering the small.. ones",positive
"I ordered the set of four .Two worked great the other two not so good. .Amazon sent me new ones and they all work great. They are so pretty in my yard. I would order them again",positive
"These lanterns are really powerful;  lit up for 12 hours the first night I had them.  Flame is realistic and very enjoyable to see on our patio.",positive
"Neat little thing on my desk... It works good!",positive
"easy to set up and use but the foam pad is really hard to kneel and sit on. I will just add some more foam to it and it will be fine.",positive
"Loved them so I sent my sister a set!",positive
"Great turnaround time",positive
Comfotable,positive
"Product arrived quickly and in great condition. This was easy to setup and a great product!",positive
"Missing 1 small part. Product is beautiful.  Manufacturer card for part in China, Amazon will replace entire product! Wow!",positive
"These are absolutely beautiful, look even better than the pictures. They hold a charge all night and are mesmerizing to watch in the dark. Shipping was really fast. Bought two sets, and came back the next day and bought another set.",positive
"Good product, but I made my second storage shelf out of pine.  The pine is 10 times stronger.",positive
"This product is worth your money. It is well made and very strong. It was so nice I bought two for two happy gardeners in my family. They loved it.",positive
"hi, remember I called you and told you two lights were not in package, so you sent me a 4 pack. you said take two out and send back. so I dedcided to keep two so you should charge me the two pack price",neutral
"Hi..We've been loving these and ordering more but my first shipment was missing one of the spokes (the part that goes into the ground) so I can not use the last one of the light.  Can you please send one to me?..Thanks",positive
"Love it!!",positive
"Fast Shipping and as stated merchandise .",positive
"Excellent purchase because the flame looks real, and the lights last all night long. awesome quality.",positive
"I just tried it out last night, I thought it would be a stronger mist, but other than that, I do like it.",positive
"Very Very EASY to put together!!!",positive
"Works perfectly and I was pleased to see it came with a mitt and a travel bag/",positive
"Nice products",positive
"Outstanding! Was a little concerned about the higher price for lights in this category, but worth every penny so far. The lights are realistic and very good quality. They will hopefully last several seasons, unlike the cheaper aluminum lights I have purchased in the past which rust out in less than a year. Thanks.",positive
"These cubes are a plastic but not firm.  They remind me of plastic folders you use in school....super thin and flimsy. Some of the cubes were already coming loose from the metal frame.",neutral
"This is remarkable unit.",positive
"Item was as described.",positive
"Bought it as a gift and the recipient loves it!",positive
"Good seller, prompt shipping, product as advertised.",positive
"A nice choice for our country home to avoid screwing a tissue holder into the sheet rock.",positive
"Great product with easy assembly!",positive
"TP holder arrived on time, packaged well with no damage.  Assembly instructions with pictures included.",positive
"Looks exactly as pictured, although I thought it would be a little more substantial.",positive
"super fast amazon shipping! Package arrived in 1 day.",positive
"Nice product. I'm happy with the purchase.",positive
"Arrived with the mirror broken",negative
"great product, second time I buy them.   These are the best!.    I bought 8 ea.  2 years ago, they still go on for long hours.",positive
"Looks like a real flame.",positive
"bigger and better than I expected. My husband LOOOOVVED it!",positive
"Highly recommended.",positive
"Great product and fast shipping. Will buy again",positive
"Great no issues",positive
"My grandson loves it Fit perfect for area I had",positive
"Easy to assemble; I had no problem putting it together.",positive
"Fast service",positive
"Excellent and complete",positive
"These torches are fantastic!  We like them so much we gave sets to our parents as well.  They look so real, my father thought there was a fire in his yard that night and ran outside to put it out!",positive
"These are so cool!  I put them together in a snap. They make great inexpensive book shelves!",positive
"Great product!",positive
"We just love them",positive
"This hose holder is sturdy and is solid once the prongs are in the ground. Well-pleased with it.",positive
"This arrived quickly and fit perfectly under my cabinets. Exactly what I needed.",positive
"Easy to put together...easy to wrap the hose around...nice looking...doesn’t take up too much space..just what i was looking for...recommend this product....would buy again...",positive
nice,positive
"Great product, matched the bathroom decor perfectly.",positive
"My daughter loved - Perfect!",positive
"I love this little humidifier (I use it for that purpose, not as an oil diffuser, so I can't comment on that). Very happy with it.",positive
"just what I needed.",positive
"I have come back several times to order this product. Hi quality product.",positive
"I do not know.",positive
"Nice quality item. Surprised.",positive
"Great item, works wonderfully and shipping less than 48 hours.  Thanks will look for you again for items.",positive
"Fast shipping",positive
"Well made product. Item is as described and easy to set up and use. Basically all you need is some sun and you're all set!",positive
"Love it, THANKS!!",positive
"Item as described. Quick shipping.",positive
"So this worked out great! We use it for shoes for a house with 8 people!! It is sturdy enough that 2 of my cats jump and sunbathe on it!! Glad i purchased it.",positive
"Good quality works great and lasts a long time. Very pleased.",positive
"Better than expected! Super fast shipping, great item. Thanks!",positive
"Awesome so far! Thank you",positive
"Lightweight but sturdy. I like it a lot since I have a hard time getting up off my knees.",positive
"I have two of these amazing Quality for the price. So easy to put together I have my daughters books in one and movies in the other will be buying more!!!!",positive
"Have bought many sets for myself and gifts. Everyone loves them. Only one failure and i have had some of mine approx 2 years.",positive
"I really love this. Thinking of buying another.",positive
"Had trouble at first assembly this product, but with my wif's help, and using a screw driver as a leverage, was able to get the pole into its proper hole. Once constructed, it really is a nice product and my wife loves it. In fact we purchase another one, again, however, this one assemble different than this one I am writing about, but both are very good.",positive
"We originally ordered 4 solar lights for ourselves; since, we have ordered four more times for family and friends as gifts!  Love them!!",positive
"I will recommend",positive
"A package arrived, but the sage oil was not inside as expected.  Please help!",negative
"LOVE mine!",positive
"These are great.  This is my second order.",positive
"No problems.",positive
"I bought two of these and they both broke. Can we get a refund please?",negative
"Great product to organize closet floor or shelves.  I now have 3 units that helped me get more usable space.",positive
"I have several of these now for my craft room & I love them.",positive
Excelente,positive
"Works great!  My daughter loves the different color options!",positive
"Great seller, Fast delivery.",positive
"love them",positive
"A+ Seller.  Will do business again in the near future",positive
"This garden kneeler tool is well made and a great price. It is strong and has a comfortable seat. The side rails are sturdy to assist you when you need it. It requires no assembly and stores easily with no large space necessary. It is a great gift for anyone who loves to garden.",positive
"Thus best customer service I have seen!",positive
"I have a lot of sinus issues so needed something to put moisture in the air in our bedroom. This diffuser doesn't make the air icy cold but puts just enough moisture for me to sleep. The machine is not bulky and I use the rotating colors as a night light. You can also put oils in the water. I am very happy with the looks and performance of this machine.",positive
"These are perfect to store socks or any of that in! i love them!",positive
"I needed replacement parts (additional feet) for one of my storage sets. Customer service was thorough and prompt, and shipping was fast. Thank you!",positive
"perfect for any storage space use.",positive
"Great diffuser!  Love the changing light colors and the timer option!",positive
"My grand daughters and my daughter-in-law loved this. I bought three.",positive
"Great experience, excellent product!",positive
"Got here quick and look awesome",positive
"Just the 'ticket', thanks",positive
"Arrived on time and works well",positive
"Looks great.",positive
"Really like them",positive
"Excellent product - could not be more pleased with the quality of Tom Care!",positive
"Very nice addition to our campsite",positive
"Great humidifier",positive
"I'm afraid two of the four lights never worked properly. I reported it soon after the delivery and I was asked to give a more days to charge... no improvement... it will light for about an hour and than it goes off the rest of the night. The others stay on all night.. hours and hours and it is quite beautiful. I just missed the return window. Very disappointing.",negative
"Item as described, quick shipping.",positive
"Never received this order",positive
"Really very beautiful and functional!!! Recommendation!!!!!",positive
"Very sturdy, thicker than I expected. Fits a decent amount of toys in each one. Definitely would recommend these.",positive
"Very sturdy and attractive.
. Purchased to store onions and potatoes in a pantry, but it would look really nice on a counter.  I also like that the baskets can be used separately.",positive
"Arrived on time and as described",positive
"Great Product! Doesn’t fall over and sturdy. Holds mega rolls of tissue. 5 Stars",positive
"Awesome product.  Stays lit all night",positive
"Very pleased! Just as advertised.  
Quality is very good.",positive
"i placed my order almost 1 month ago and have not received it yet",negative
"Just started using it - very nice, looks good, and works as expected.",positive
